,단어명,빈도수
708,제도,27
709,조성,27
710,역대,27
711,진,27
712,김기춘,27
713,학원,27
714,충돌,27
715,민주주의,27
716,지정,27
717,막,27
718,주말,27
719,블랙리스트,27
720,계획,27
721,아버지,27
722,월급,27
723,그룹,27
724,사상,27
725,이사,27
726,진화,27
727,제출,27
728,석방,27
729,조양호,27
730,급,27
731,비서,27
732,소득,26
733,안태,26
734,겨울,26
735,처리,26
736,선임,26
737,판단,26
738,최저,26
739,질문,26
740,사법부,26
741,생활,26
742,고소,26
743,충남,26
744,거리,26
745,공공기관,26
746,마련,26
747,평가,26
748,음성,26
749,주목,26
750,조직,26
751,한강,26
752,교류,26
753,강,26
754,무,26
755,광장,26
756,보호,26
757,산불,26
758,헬기,26
759,친구,26
760,남용,26
761,선택,26
762,박,26
763,이명희,26
764,수사권,25
765,판,25
766,검증,25
767,터,25
768,통보,25
769,임,25
770,물질,25
771,서도,25
772,고문,25
773,결론,25
774,라돈,25
775,근로,25
776,직장,25
777,목사,25
778,팩트,25
779,등장,25
780,여,25
781,영화,25
782,간,25
783,연장,25
784,감독,25
785,집행유예,25
786,때문,25
787,법원행정처,25
788,사위,25
789,아내,25
790,예정,25
791,해외,25
792,관계,25
793,이후,25
794,간호사,25
795,일화,25
796,율,24
797,구성,24
798,민간,24
799,술,24
800,서지현,24
801,구미,24
802,제한,24
803,공정위,24
804,종로,24
805,사태,24
806,어선,24
807,규모,24
808,디스,24
809,위원,24
810,포기,24
811,배출,24
812,산,24
813,김부선,24
814,선수,24
815,학년,24
816,희망,24
817,운행,24
818,정체,24
819,재개,24
820,파업,24
821,동료,24
822,정신,24
823,처분,24
824,원희룡,24
825,응원,24
826,수원,24
827,후보자,24
828,공식,24
829,지급,24
830,근무,24
831,모델,24
832,콩레이,24
833,한진,24
834,여고생,24
835,열사,24
836,낙동강,24
837,농민,23
838,투쟁,23
839,중국,23
840,노회찬,23
841,게,23
842,지난해,23
843,후배,23
844,절차,23
845,초등생,23
846,비공개,23
847,일당,23
848,정,23
849,동원,23
850,단속,23
851,부모,23
852,흉기,23
853,용,23
854,일반,23
855,권리,23
856,용인,23
857,지구,23
858,체험,23
859,조정,23
860,단지,23
861,교통사고,23
