,단어명,빈도수
0,삼성,86
1,최저임금,82
2,지원,78
3,브리핑,72
4,경제,70
5,투자,69
6,대출,68
7,금융,68
8,코노,67
9,고용,64
10,시장,60
11,성장,60
12,폭염,59
13,인상,58
14,김동연,56
15,증가,53
16,일자리,52
17,산업,51
18,소득,51
19,특집,51
20,사업,50
21,확대,49
22,주택,47
23,혁신,47
24,추석,45
25,수출,43
26,농협,43
27,경영,42
28,최고,42
29,국내,41
30,집값,40
31,금리,40
32,은행,40
33,출시,39
34,상승,38
35,논란,38
36,기술,37
37,국민연금,37
38,대책,36
39,상반기,36
40,희망,35
41,전자,34
42,규제,34
43,서비스,34
44,톡톡,33
45,경기,33
46,부동산,33
47,무역,32
48,일상,32
49,감소,31
50,카드,31
51,청년,31
52,롯데,30
53,영업,30
54,물가,30
55,하반기,29
56,현대,29
57,세계,29
58,정책,29
59,검토,29
60,그룹,28
61,공개,28
62,메르스,28
63,사회,28
64,연금,28
65,강화,27
66,해외,27
67,진행,27
68,개최,26
69,협력,26
70,업계,26
71,공인,26
72,피해,26
73,효과,26
74,대기업,25
75,거래,25
76,돌파,25
77,김현주,25
78,전쟁,25
79,소비자,25
80,추가,25
81,소상,25
82,지역,25
83,원전,25
84,취업,25
85,역대,24
86,평균,24
87,직원,24
88,개발,24
89,주도,24
90,상생,24
91,예산,24
92,소비,23
93,부담,23
94,이상,23
95,발표,22
96,우려,22
97,공급,22
98,글로벌,22
99,완화,22
100,가구,21
101,관세,21
102,가격,21
103,보험,21
104,전망,21
105,하나,21
106,생산,21
107,건설,21
108,지급,21
109,업자,21
110,중소기업,21
111,오픈,20
112,실적,20
113,채용,20
114,연속,19
115,가능,19
116,우리,19
117,아파트,19
118,대상,19
119,신규,19
120,위해,19
121,집중,19
122,아시아나,19
123,가계,18
124,속도,18
125,판매,18
126,환자,18
127,개편,18
128,하락,17
129,도입,17
130,혜택,17
131,국민,17
132,발전,17
133,자영,17
134,바이오,17
135,위기,17
136,스마트,17
137,종부세,17
138,종합,17
139,쇼크,17
140,금감원,16
141,작년,16
142,수입,16
143,미국,16
144,제한,16
145,현장,16
146,문화,16
147,조사,16
148,점검,16
149,대비,16
150,장관,16
151,논의,16
152,반도체,16
153,개선,16
154,누진,16
155,폭탄,15
156,관리,15
157,할인,15
158,육박,15
159,활동,15
160,공장,15
161,브랜드,15
162,공정위,15
163,특별,15
164,즉시,15
165,실시,15
166,사상,15
167,확산,15
168,회복,15
169,진출,15
170,전력,15
171,편의점,15
172,폐지,14
173,필요,14
174,무료,14
175,결정,14
176,안전,14
177,참여,14
178,전기,14
179,자금,14
180,수요,14
181,이후,14
182,문제,14
183,상공,14
184,요금,14
185,기내식,14
186,안정,13
187,전국,13
188,쇼핑,13
189,세금,13
190,협약,13
191,생명,13
192,인터넷,13
193,핵심,13
194,선정,13
195,화재,13
196,반발,13
197,제품,13
198,매출,13
199,공사,13
200,구축,13
201,급증,13
202,자동차,13
203,현대차,13
204,광고,13
205,이익,13
206,비상,13
207,전환,13
208,국토부,13
209,활용,12
210,콘텐츠,12
211,고발,12
212,사고,12
213,기념,12
214,격차,12
215,자녀,12
216,항공,12
217,적용,12
218,과징금,12
219,협회,12
220,증권,12
221,화폐,12
222,시대,12
223,최소,12
224,수주,12
225,주목,12
226,수준,12
227,상품,12
228,프리미엄,12
229,체결,12
230,전문,12
231,이재용,12
232,사장,12
233,불안,12
234,온라인,12
235,과세,12
236,수수료,12
237,전기요금,12
238,업체,12
239,진단,12
240,교육,12
241,여름,12
242,재정,12
243,인하,12
244,분리,12
245,진에어,12
246,최저,11
247,나선,11
248,방안,11
249,면세점,11
250,사용,11
251,리콜,11
252,책임,11
253,나눔,11
254,접촉,11
255,최종,11
256,방문,11
257,근로,11
258,분쟁,11
259,확보,11
260,체감,11
261,시간,11
262,취소,11
263,확인,11
264,포스코,11
265,세제,11
266,부회장,11
267,개혁,11
268,휴가,11
269,행진,11
270,임금,11
271,일부,11
272,은산,11
273,대란,11
274,출범,10
275,심리,10
276,김상조,10
277,진흥,10
278,서민,10
279,급등,10
280,예고,10
281,대한항공,10
282,주의,10
283,업무,10
284,행사,10
285,음성,10
286,장기,10
287,국제,10
288,장려,10
289,해소,10
290,창업,10
291,아동,10
292,노조,10
293,환경,10
294,사랑,10
295,스타,10
296,기준,10
297,속보,10
298,인기,10
299,투입,10
300,차단,10
301,임대,10
302,영향,10
303,한전,10
304,협의,10
305,여성,10
306,의견,10
307,성공,10
308,행정,10
309,산업부,10
310,면허,10
311,코드,10
312,담합,9
313,규모,9
314,적발,9
315,수급,9
316,계속,9
317,해양,9
318,행복,9
319,절반,9
320,병원,9
321,공정,9
322,재계,9
323,총수,9
324,부진,9
325,국회,9
326,남북,9
327,가상,9
328,악화,9
329,경쟁력,9
330,계획,9
331,모두,9
332,모바일,9
333,투기,9
334,전원,9
335,세대,9
336,정보,9
337,운영,9
338,회의,9
339,센터,9
340,프로젝트,9
341,시스템,9
342,자산,9
343,유통,9
344,친환경,9
345,계약,9
346,직장인,9
347,단체,9
348,국세청,9
349,가입,9
350,최초,9
351,유지,9
352,축소,9
353,중국,9
354,대응,9
355,인천,9
356,보청기,9
357,비중,9
358,취약,9
359,어디,9
360,지속,9
361,홍종학,9
362,가치,9
363,통해,9
364,신청,9
365,차량,9
366,차등,9
367,게임,9
368,스튜어드,9
369,이용,8
370,비율,8
371,조성,8
372,코리아,8
373,판정,8
374,검찰,8
375,현실,8
376,제조업,8
377,경쟁,8
378,이슈,8
379,최악,8
380,상황,8
381,방송,8
382,연휴,8
383,부족,8
384,격리,8
385,해제,8
386,고객,8
387,불만,8
388,정비,8
389,주식,8
390,기아차,8
391,근로자,8
392,등록,8
393,공략,8
394,호텔,8
395,인재,8
396,제공,8
397,전문가,8
398,전세,8
399,전기차,8
400,처리,8
401,공동,8
402,흑자,8
403,복지,8
404,명령,8
405,이벤트,8
406,이개,8
407,유럽,8
408,총력,8
409,세무조사,8
410,현금,8
411,대폭,8
412,고려,8
413,지정,8
414,금지,8
415,가맹,8
416,폭풍,8
417,요구,8
418,본부,8
419,상담,8
420,아이,8
421,우대,8
422,기부,8
423,생활,8
424,건강,8
425,에어컨,8
426,심화,8
427,동결,8
428,지수,8
429,시설,8
430,플러스,8
431,선위,8
432,기능,7
433,불확실,7
434,진화,7
435,보험금,7
436,중심,7
437,비용,7
438,조정,7
439,성과,7
440,중앙회,7
441,관광,7
442,위험,7
443,하향,7
444,상승세,7
445,시행,7
446,일본,7
447,반입,7
448,전략,7
449,결과,7
450,스마트폰,7
451,실업자,7
452,수도권,7
453,김현미,7
454,에너지,7
455,태양광,7
456,봉사,7
457,쇼핑몰,7
458,발굴,7
459,가동,7
460,구직,7
461,연구,7
462,중단,7
463,껑충,7
464,공유,7
465,이통,7
466,체제,7
467,전달,7
468,전면,7
469,연내,7
470,대형,7
471,공식,7
472,구조조정,7
473,신고,7
474,갈등,7
475,본격,7
476,플랫폼,7
477,관건,7
478,설명,7
479,조절,7
480,디지털,7
481,인수,7
482,사용자,7
483,의심,7
484,집단,7
485,임박,7
486,계층,7
487,솔루션,7
488,화학,7
489,사실,7
490,개국,7
491,위원회,7
492,어린이,7
493,자리,7
494,연체,7
495,석탄,7
496,착수,7
497,사업자,7
498,회사,7
499,분야,7
500,사태,7
501,면제,7
502,걱정,7
503,노트,7
504,제재,7
505,운행,7
506,수도,7
507,업종,7
508,붕괴,7
509,파업,7
510,고의,6
511,동남아,6
512,발생,6
513,개막,6
514,발견,6
515,어린이집,6
516,기준금리,6
517,의혹,6
518,시급,6
519,개정,6
520,눈길,6
521,준비,6
522,농업,6
523,대규모,6
524,리스크,6
525,제작,6
526,로또,6
527,연장,6
528,밀접,6
529,직구,6
530,택지,6
531,그린벨트,6
532,신세계,6
533,수당,6
534,가정,6
535,체계,6
536,파크,6
537,도전,6
538,영화,6
539,근무,6
540,감리,6
541,라이트,6
542,비리,6
543,상향,6
544,기초,6
545,운동,6
546,열사,6
547,가스,6
548,여행,6
549,공시,6
550,실효,6
551,도시재생,6
552,노사,6
553,허용,6
554,시동,6
555,부자,6
556,빅데이터,6
557,블록,6
558,체인,6
559,신제품,6
560,사과,6
561,가능성,6
562,채권,6
563,진정,6
564,변화,6
565,후원,6
566,가속,6
567,실업률,6
568,타격,6
569,지난해,6
570,근로장려금,6
571,식품,6
572,공정거래법,6
573,일감,6
574,산업혁명,6
575,진입,6
576,상위,6
577,설치,6
578,기관,6
579,외국인,6
580,숙박,6
581,불법,6
582,전체,6
583,수익률,6
584,공공기관,6
585,마켓,6
586,소송,6
587,선택,6
588,통합,6
589,부품,6
590,카카오,6
591,상호금융,6
592,철강,6
593,원인,6
594,은행권,6
595,가전,6
596,정지,6
597,설립,6
598,세수,6
599,태풍,6
600,긴급,6
601,부모,6
602,운규,6
603,청약,6
604,판단,6
605,보험료,6
606,부총리,6
607,운행중지,6
608,의무,6
609,지연,6
610,신기록,6
611,장비,5
612,가장,5
613,위협,5
614,실업,5
615,고속도로,5
616,고령,5
617,주년,5
618,축제,5
619,증여,5
620,그린,5
621,법인,5
622,보료,5
623,보장,5
624,인천공항,5
625,감사,5
626,소개,5
627,타이어,5
628,애플,5
629,가계부채,5
630,충격,5
631,아웃소싱,5
632,과제,5
633,부당,5
634,예약,5
635,모든,5
636,강남,5
637,순위,5
638,캠페인,5
639,암호,5
640,의사,5
641,장애,5
642,송금,5
643,시험,5
