,단어명,빈도수
432,변경,7
433,정보,7
434,세관,7
435,회사,7
436,마트,7
437,설비,7
438,월급,7
439,물질,7
440,조치,7
441,라돈,7
442,이용,7
443,여파,7
444,자금,7
445,회담,7
446,판단,7
447,여부,7
448,당첨,7
449,진화,7
450,활성화,7
451,캠페인,7
452,국민,7
453,감리,7
454,댓글,7
455,공기업,7
456,인정,7
457,제도,7
458,안정,7
459,신고,7
460,신혼부부,7
461,사퇴,7
462,금호,7
463,공간,7
464,잠정,7
465,사랑,6
466,먹튀,6
467,체인,6
468,면허,6
469,자리,6
470,베트남,6
471,인터넷,6
472,일본,6
473,담합,6
474,아이,6
475,애플,6
476,증시,6
477,여행,6
478,신기록,6
479,긴장,6
480,보금자리,6
481,쇼핑,6
482,성과,6
483,수준,6
484,인하,6
485,집값,6
486,성공,6
487,구축,6
488,산업혁명,6
489,내부,6
490,단신,6
491,중심,6
492,실업자,6
493,일감,6
494,월드컵,6
495,누가,6
496,기반,6
497,차량,6
498,부문,6
499,불가피,6
500,비판,6
501,탐색,6
502,유럽,6
503,흑자,6
504,이자,6
505,전문가,6
506,법원,6
507,차이,6
508,위해,6
509,의료,6
510,금지,6
511,수용,6
512,시한,6
513,직스,6
514,디자인,6
515,런칭,6
516,검사,6
517,직장인,6
518,육성,6
519,육박,6
520,주가,6
521,근로자,6
522,교체,6
523,뱅크,6
524,주파수,6
525,확보,6
526,암웨이,6
527,테크,6
528,초청,6
529,급등,6
530,자녀,6
531,가맹,6
532,변동,6
533,정상회담,6
534,집중,6
535,연금,6
536,핵심,6
537,법인,6
538,과제,6
539,코레일,6
540,발생,6
541,병원,6
542,위원장,6
543,체계,6
544,론칭,6
545,직장,6
546,면세점,6
547,계획,6
548,생명,6
549,때문,6
550,신제품,6
551,출범,6
552,징계,6
553,지난해,6
554,급여,6
555,공공기관,6
556,내외,6
557,매도,6
558,비정규직,6
559,도시,6
560,혜택,6
561,강남,6
562,출자,6
563,구제역,6
564,막판,6
565,선도,6
566,제약기업,6
567,블록,5
568,지속,5
569,분쟁,5
570,설명,5
571,발견,5
572,보험사,5
573,결론,5
574,무제,5
575,면제,5
576,프로,5
577,유가,5
578,대신,5
579,화장품,5
580,대리점,5
581,처리,5
582,운행,5
583,대우건설,5
584,음식,5
585,콘텐츠,5
586,허가,5
587,재판,5
588,개국,5
589,처벌,5
590,아동,5
591,수수료,5
592,업종,5
593,우수,5
594,페이,5
595,총력,5
596,침대,5
597,세금,5
598,해결,5
599,송영,5
600,홍보,5
601,사용,5
602,비율,5
603,행진,5
604,유예,5
605,우선,5
606,추정,5
607,사람,5
608,빗썸,5
609,종부세,5
610,심화,5
611,시동,5
612,패션,5
613,면세,5
614,국세청,5
615,세무조사,5
616,담보,5
