,단어명,빈도수
0,경찰,354
1,수사,189
2,폭행,188
3,검찰,155
4,혐의,150
5,의혹,147
6,조사,144
7,드루,143
8,징역,136
9,여성,128
10,재판,120
11,구속,113
12,논란,111
13,살해,100
14,성폭행,95
15,사건,91
16,사망,90
17,조현민,86
18,피해,79
19,댓글,78
20,이명희,78
21,몰카,77
22,불법,76
23,톡톡,75
24,영장,75
25,성추행,75
26,피해자,75
27,직원,71
28,일상,69
29,구속영장,68
30,뉴스,65
31,발견,64
32,세월호,64
33,소환,63
34,법원,62
35,교사,62
36,사고,62
37,대한항공,61
38,교수,60
39,흉기,60
40,조작,58
41,출석,57
42,검사,57
43,압수수색,56
44,신청,55
45,확인,54
46,박근혜,53
47,거래,53
48,브리핑,53
49,사회,52
50,추가,52
51,현장,52
52,김경수,51
53,병원,51
54,공개,51
55,체포,50
56,검거,49
57,여고생,49
58,무죄,48
59,실종,48
60,남성,46
61,아파트,46
62,공무원,45
63,선고,45
64,한진,45
65,차량,45
66,집단,45
67,주민,44
68,처벌,44
69,학생,44
70,학교,43
71,아이,42
72,사람,42
73,라돈,42
74,기소,42
75,신고,42
76,거부,41
77,아내,40
78,입건,40
79,기자,39
80,부인,39
81,화재,39
82,시신,39
83,부상,38
84,인천,38
85,모두,38
86,관련,38
87,기각,38
88,위해,38
89,시민,37
90,채용,37
91,강진,37
92,남편,37
93,삼성,37
94,요구,37
95,성폭력,37
96,가족,36
97,간부,36
98,인정,36
99,관리,36
100,특검,35
101,집행유예,35
102,플러스,35
103,고발,35
104,변호사,35
105,경찰관,35
106,추정,35
107,홍대,35
108,심사,34
109,청구,34
110,국민,34
111,노조,34
112,기사,34
113,미투,34
114,문제,33
115,적발,33
116,안전,33
117,지원,33
118,침대,33
119,살인,33
120,아들,33
121,단체,33
122,조현아,33
123,청년,33
124,모녀,33
125,학원,32
126,김현주,32
127,항소심,32
128,조양호,31
129,미세먼지,31
130,징역형,31
131,시도,31
132,부모,31
133,긴급,31
134,취업,30
135,교육,30
136,협박,30
137,양예원,30
138,국정원,30
139,주장,30
140,검토,30
141,쓰레기,30
142,인사,30
143,대학,29
144,유포,29
145,소송,29
146,확대,29
147,선거,29
148,비리,29
149,추락,28
150,송치,28
151,범죄,28
152,근로자,28
153,엄마,28
154,고용,28
155,난민,27
156,촬영,27
157,유출,27
158,제자,27
159,장애인,27
160,영상,27
161,강제,27
162,피의자,27
163,청원,27
164,허위,27
165,뇌물,26
166,책임,26
167,우리,26
168,조폭,26
169,건물,26
170,의견,26
171,사과,26
172,해외,25
173,어린이집,25
174,사업,25
175,폭발,25
176,수거,25
177,집유,25
178,실형,25
179,대란,25
180,업체,25
181,횡령,25
182,이사장,25
183,임금,24
184,법무,24
185,사실,24
186,확정,24
187,대응,24
188,충돌,24
189,대법,24
190,갈등,24
191,성희롱,24
192,징계,24
193,대법원,24
194,누드모델,24
195,물벼락,24
196,증평,24
197,최저임금,23
198,사장,23
199,가능성,23
200,불구속,23
201,결과,23
202,대상,23
203,사기,23
204,구조,23
205,시위,23
206,수색,23
207,초등생,23
208,판사,23
209,상습,23
210,반대,22
211,개선,22
212,다른,22
213,준비,22
214,전국,22
215,합의,22
216,발표,22
217,무단,22
218,양승태,22
219,시설,22
220,벌금,22
221,증거,22
222,환자,22
223,절도,22
224,지진,22
225,세상,22
226,촉구,22
227,공사,22
228,착수,22
229,동거,21
230,국내,21
231,신생아,21
232,공장,21
233,택시,21
234,자녀,21
235,의사,21
236,미수,21
237,노인,21
238,청탁,21
239,이슈,21
240,진상,21
241,버스,21
242,노동자,20
243,치료,20
244,도주,20
245,제한,20
246,경찰청장,20
247,총장,20
248,교통사고,20
249,근무,20
250,확보,20
251,용의자,20
252,사용,20
253,해결,20
254,성관계,20
255,조정,20
256,규명,20
257,지휘,20
258,도우미,20
259,택배,20
260,가해자,20
261,투표,20
262,폐지,19
263,기간,19
264,서울시,19
265,센터,19
266,법정,19
267,김부선,19
268,업무,19
269,정보,19
270,거리,19
271,벌금형,19
272,휴가,19
273,직장,19
274,위반,19
275,고소,19
276,진행,19
277,참사,19
278,구형,19
279,이명박,19
280,나선,19
281,대학생,19
282,북한,19
283,노동,19
284,범행,19
285,판결,19
286,운동,19
287,담배,19
288,집회,18
289,법무부,18
290,출신,18
291,청소년,18
292,설치,18
293,부부,18
294,출동,18
295,시험,18
296,요청,18
297,목사,18
298,때문,18
299,강남,18
300,의식,18
301,동료,18
302,국회,18
303,음주,18
304,남북,18
305,의료,18
306,부정,18
307,욕설,18
308,폭로,18
309,과태료,18
310,사법부,18
311,김명수,18
312,안희정,18
313,적용,18
314,유죄,18
315,강원랜드,18
316,확산,17
317,폭력,17
318,차례,17
319,법인,17
320,화장실,17
321,희망,17
322,아동,17
323,현직,17
324,회사,17
325,서울대,17
326,마약,17
327,고교,17
328,알바,17
329,관계,17
330,의심,17
331,흡연,17
332,성매매,17
333,소방관,17
334,일부,17
335,승무원,17
336,인질,17
337,여동생,17
338,자살,16
339,운전자,16
340,개최,16
341,증가,16
342,평가,16
343,결정,16
344,이틀,16
345,주의,16
346,학대,16
347,고속도로,16
348,중단,16
349,이상,16
350,어디,16
351,무기징역,16
