,Title,Date,count
13460,제발 조선족 추방좀합시다,18.02.28,20명
13461,대학원생 국가장학금 원금상환 기간을 취업시까지 연기,18.02.28,11명
13462,청년 10만인을 판매농부로 양성하십시오.(청년일자리근본적해결책),18.02.28,6명
13463,연봉제 최저시급 관련 청원 합니다,18.02.27,6명
13464,도와주세요 ·,18.02.27,3명
13465,H자동차 사내2차 비정규직 성과급 지급해라 !!,18.02.27,2명
13466,기간제 근로자법 철회해주십시요,18.02.27,1명
13467,똑바로 해라,18.02.27,7명
13468,건설현장의외국인근로자단속,18.02.27,8명
13469,블라인드 채용 가이드 라인을 재정비 해주세요,18.02.27,1명
13470,채용 공고 내 급여조건 표기 및 채용 결과  통보를 법제화 해주세요,18.02.27,3명
13471,노인일자리 줄이지 말아주세요,18.02.27,5명
13472,기존 취업자나 기존취업한 고령자에게도 헤택을....,18.02.27,4명
13473,무기계약직 정규직전환 철회해주시기바랍니다,18.02.27,39명
13474,임대료 인하 유도 정책 수립해주십시오,18.02.27,4명
13475,최저시급,18.02.27,2명
13476,"문재인 대통령님 친전으로, 국민청원및 국민신문고에 백 날   천날 제안 해뵜자 대통령님은 일자리 만들자하는데 9급 -7급 담당자 들은  법전 펴놓고 법에 안된다 하고 보고 5-3급  간부는  그거는 법에 안되는 거다 라고 결론 내놓고  답변  문재인 대통령 혼자만 일자리  일자리 부르짓다가 이 정권 1년 지나갔네요",18.02.27,5명
13477,"청원글 20만명 만들어주세요 정말급함(덕평물류 점심,휴식보장관련글)",18.02.27,26명
13478,장애인 의무고용제 개선해야. ...,18.02.27,3명
13479,신중년 채용 적합업종 제한에 이의 있습니다. 누구를 위한 신중년 채용 사업인지요?,18.02.27,3명
13480,모든 회사에 인권교육 의무화 및 철저한 노동감시 해주세요.,18.02.27,6명
13481,국가고시,18.02.27,4명
13482,문재인 대통령 아들의 특별채용 의혹을 밝혀주십시오.,18.02.27,12명
13483,카드수수료 및 온라인 pg 수수료가 너무 높습니다  인하해야합니다,18.02.27,3명
13484,다힘든이시기 이겠지만,18.02.27,3명
13485,갑질 규정으로 취업준비생을 두 번 울리는 토익 주관사 YBM을 공정거래위원회에서 조사해주세요.,18.02.27,"37,194명"
13486,고용노동부(건설근로자공제회에서는 왜 퇴직금을  주지 않은가??),18.02.27,6명
13487,대통령님  추운겨울에 국민들의 민생을 돌보시느라  고생이 많습니다.,18.02.27,1명
13488,"해외ODA봉사직(KOICA-NIPA자문관, 과학기술봉사단) 청년 일자리를 늘려주시고, 4대보험에 가입 해주십시요.",18.02.27,0명
13489,대기업과 중앙노동 위원회 각기 다른 길,18.02.27,1명
13490,청소년도 아르바이트  하게 해주세요,18.02.27,1명
13491,고령화 사회에 대비한 일자리정책 제안,18.02.27,5명
13492,청년일자리에 대한 아이디어 2가지,18.02.27,1명
13493,일용직근로자,18.02.27,0명
13494,현대자동차 사내하청 특별채용 반대,18.02.27,13명
13495,현대자동차 사내하청채용문제에 대한 청원의 件,18.02.27,2명
13496,청소년도 아르바이트 하게 해주세요,18.02.27,0명
13497,세살짜리 아들키우고 있는 엄마입니다,18.02.26,2명
13498,중장년층 복지와 취업 도와주세요.,18.02.26,2명
13499,부당해고 등 관련 현행 근로기준법 강화해주세요.,18.02.26,1명
13500,정년퇴직,18.02.26,1명
13501,65세이상근로자고용보험가입요청,18.02.26,1명
13502,"문재인 ,,,,은  지하철  생일 광고,, 자진 취소해야",18.02.26,1명
13503,귀족노조 억압,18.02.26,6명
13504,내수경기 좀먹는 라벨갈이,18.02.26,1명
13505,"덕평쿠팡 점심시간,휴식시간 보장하라",18.02.26,2명
13506,최저임금 문제있습니다.,18.02.26,1명
13507,시중은행 채용비리로 인한 피해 대책과 구체적인 해명 부탁드립니다.,18.02.26,16명
13508,안전관리요원 처우와 교육 강화하자,18.02.26,10명
13509,(주)아주의대벤처메딕스 ASF닥터에스리 화장품 업체 갑질 고발합니다,18.02.26,1명
13510,생활형 소상공인 카드수수료  0% 가능 합니다~,18.02.26,311명
13511,실업급여,18.02.26,1명
13512,부산경륜공단,18.02.26,0명
13513,최저임금 인상에 따른 부작용 - 일시적인 부가가치세 감면,18.02.26,1명
13514,미국의 세탁기 세이프가드에 대한 대응 방안 - 미국인 대상 직구 사이트 활성화,18.02.26,0명
13515,고등학교 알바생들도 4대보험을 가입하라고 합니다,18.02.26,2명
13516,한일 FTA로130만명의 청년실업을 구제해주세요!,18.02.26,0명
13517,대기업 하청 납품 단가 올려주세요,18.02.26,0명
13518,울산시와 남구청은 미친 짓이다.,18.02.26,0명
13519,직장이 있는 행운아들..,18.02.26,0명
13520,채용비리,18.02.26,3명
13521,청년일자리 창출에대한 단상,18.02.26,1명
13522,국회의원 자녀 취업실태 조사,18.02.26,7명
13523,시급근로자에 고통은  생각해보셨지요.,18.02.26,1명
13524,근무시간 단축 안했어면좋겠습니다,18.02.26,3명
13525,삼성전자 이재용회장을 언능 사면 석방하라,18.02.26,7명
13526,최저임금,18.02.26,2명
13527,대한민국의 아르바이트의 일자리에 관한 고찰 및 개선사항들,18.02.26,0명
13528,비정규직,18.02.26,3명
13529,핀테크 해외송금 블록체인 허용,18.02.26,6명
13530,은행 채용비리 저지른 곳 이름 밝혀주세요.,18.02.26,2명
13531,정규직전환?자기가족계약직꼼수,18.02.26,2명
13532,기업에서 30대 신입을 많이 뽑을 수 있도록 기업 문화를 바꾸는데 앞장서 주시기바랍니다.,18.02.25,0명
13533,근무시간 단축 검토부탁드립니다.,18.02.25,5명
13534,공무원 증원은 미래의 나라 말아먹는 지름길입니다,18.02.25,20명
13535,채용공고시 급여를 확실히 명시하고 이를 지킬 수 있는 법안이 필요합니다.,18.02.25,2명
13536,채용비리 낙하산 언제 까지 입니까?,18.02.25,2명
13537,사범 및 교육 계열 직업군의 일자리에 대한 청원,18.02.25,3명
13538,아이디어 남깁니다,18.02.25,0명
13539,노가다 3D직업? 누가 만들었나...,18.02.25,0명
13540,청년일자리 많이 해결할수 있습니다,18.02.25,3명
13541,청년고용창출은 정부돈으로 하셔야지 고용주들에게 억지로 맡기지 마시기 바랍니다,18.02.25,167명
13542,저같은사람에들도 관심을 가져주시는지요..,18.02.25,2명
13543,다단계를 처벌해주세요,18.02.25,0명
13544,혁신도시 공공기관 지역인재 우선자격에 대한 재고,18.02.25,5명
13545,"빽으로 경찰승진,보직 변경되는거 좀 고쳐주세요",18.02.25,3명
13546,은행 압박하지 말고 가상화폐 정책에서 손 놔라. . . 제발,18.02.25,9명
13547,"기간제, 계약제를 없애 주세요.",18.02.25,3명
13548,악의적으로 출근하기로하고 무단으로 안나오는 근로자들 구직사이트등등 이용제한하게 해주세요.,18.02.25,3명
13549,대기업노조 적폐 청산 청원,18.02.25,2명
13550,대통령은 민노총 대기업노조들 적폐다 적폐 청산 청원.,18.02.25,3명
13551,일자리문제해결,18.02.25,0명
13552,반고용 취업절벽은 정권이 주도하고 탓은 장관에게 한다.,18.02.25,1명
13553,현대중공업의 갑질 횡포를 고발합니다.,18.02.25,267명
13554,사탕발림 총체적 난국 정부,18.02.25,11명
13555,평창올림픽 도우미 아르바이트 관련 노동적폐 중단해주세요,18.02.25,25명
13556,최저임금의 문제점 철없는 알바들,18.02.25,3명
13557,청년 일자리,18.02.25,2명
13558,"건보료,국민연금 도둑들이냐",18.02.25,3명
13559,"청년일자리 , 일자리거 먼저다",18.02.25,3명
13560,"일자리안정자금,두리누리지원금 폐지 해주시던지 사업주 본인이 공단 직접방문으로 해주세요",18.02.25,24명
13561,일자리 돈 안들이고 쉽게 만들기,18.02.25,1명
13562,근로자 협동조합에서 장애인도 자유롭게 임원이 될수 있도록 행정조취를 개선해주세요.,18.02.25,54명
13563,"청년취업 해결방안(중장년 실업자, 경력단절 여성문제도 잊지말아야 합니다)",18.02.25,1명
13564,청년내일채움공제 위탁기관 과실로 중도 취소된 청년 구제 방안 마련해주세요,18.02.25,1명
13565,정년 연장 ( 일자리 보호 ),18.02.25,2명
13566,비정규직 노동자,18.02.25,1명
13567,회사에서 직원에게 자회사제품 구매를 강요 압박합니다.,18.02.25,"1,586명"
13568,"경찰,소방관 증원",18.02.25,8명
13569,고졸채용 감축,18.02.25,10명
13570,일자리창출,18.02.25,9명
13571,"150명 여성에게 용변기 1대 뿐..""가축우리에 산다""참담한 현실",18.02.25,86명
13572,청년일자리 창출을 위한 중소기업 통합 복지관리위원회 설치 요청,18.02.25,7명
13573,여불비례,18.02.25,1명
13574,최저임금고발,18.02.25,3명
13575,청년들 일자리 만들기 위해서는..,18.02.25,13명
13576,청년일자리,18.02.25,0명
13577,비정규직,18.02.25,0명
13578,40대 남자들이 일할 곳을 주세요.(자영업 포기..),18.02.25,2명
13579,청년수당을 달라!,18.02.25,1명
13580,아만툴 드랍확률 상향좀,18.02.24,2명
13581,"文 대통령, 청년일자리 점검회의서 질책",18.02.24,21명
13582,돈 들이지 않고 일자리 창출할 방안!,18.02.24,11명
13583,이런 정책 어떨까요?,18.02.24,0명
13584,1400원 택배를 아십니까?,18.02.24,9명
13585,경력단절녀(경단녀)들에 대해서도 생각해주셨으면 합니다.,18.02.24,9명
13586,"공공기관,국가기관의 파견직,일용직 고용을 규제해주세요",18.02.24,3명
13587,대책없는 문재앙,18.02.24,10명
13588,영업자 단기 알바생에 대한 정책도 만들어주세요,18.02.24,0명
13589,평창이고 뭐고 취업 좀 시켜줘요ㅠㅠㅠ 에코부머들이 쿠데타라도 일으켜야 관심 가지실건가요?,18.02.24,6명
13590,지지율이 왜 폭락하는줄 아십니까? 청년들은 지금 울고있습니다.,18.02.24,9명
13591,청련일자리창출,18.02.24,0명
13592,지지율이 왜 폭락하는줄 아십니까? 청년들은 지금 울고있습니다.,18.02.24,7명
13593,일자리와 출산문제,18.02.24,0명
13594,일자리 정책 제안,18.02.24,1명
13595,불법체류자 근본적인 대책이 필요하다고 생각합니다.,18.02.24,236명
13596,노래방 도우미랑 몸파는 여자들 합법화 및 세금납부의무를 실행해주시기 바랍니다.,18.02.24,2명
13597,합법적으로 돈 덜들게 사람 고용하기,18.02.24,2명
13598,청년.일자리,18.02.24,0명
13599,*청년일자리 해소와 국민 일자리만들기*,18.02.24,0명
13600,*청년일자리 해소와 국민 일자리만들기*,18.02.24,0명
13601,목숨 하청을 끊어주세요,18.02.24,8명
13602,대한민국 국민들 에게,18.02.24,2명
13603,일자리사라지고청년실업최악,18.02.24,1명
13604,알바책임감법만들어주세요,18.02.24,6명
13605,가상화폐는 투기라면서 국민연금가지고 거래소에 간접투자했다는게 사실인가요?,18.02.24,5명
13606,우리도 저녁에 가족들과 식사하고 싶습니다!!!!!(근로시간 좀 줄여주세요),18.02.24,5명
13607,정부는 중장년 일자리 신경 써라,18.02.24,1명
13608,배움터지킴이 여건 개선요망,18.02.24,1명
13609,최저 임금 논란에 대한 개선 방향,18.02.24,0명
13610,청년 실업을 줄이기 위한 중소기업 인건비 지원책,18.02.24,0명
13611,10만 벤처기업 양성을 하면 어떻겠습니까?,18.02.24,1명
13612,청년 일자리,18.02.24,1명
13613,직업학교 지원금 부탁드립니다,18.02.24,1명
13614,현대자동차 촉탁계약직 도 비정규직입니다 ㅠ.ㅠ,18.02.24,1명
13615,청년일자리  활성화  방안,18.02.24,0명
13616,청년일자리,18.02.24,0명
13617,공무원 퇴직후 재취업시 연금 지급을 중지하거나 최소화,18.02.24,4명
13618,보육교사 급여 국가에서 관리해주세요.,18.02.24,72명
13619,집합건물(상가  및 오피스텔등 분양건뭏)의 관리소장을 공법화 해야합니다,18.02.24,4명
13620,제가 문대통령 선거 때마다 찍은 사람입니다,18.02.24,19명
13621,임금피크제와 근로시간,18.02.24,1명
13622,청년 및 최저시급 일자리 창출시 개인과 기업에게 모두 4대보험 지원해주세요지원,18.02.24,0명
13623,삼성전자가 100만명 고용하고 이재용 석방하세요,18.02.24,10명
13624,윈자력전공학생들일자리,18.02.24,2명
13625,일자리 창출을 위해서 제조업을 살리고 해외이전을 막아야 해요.,18.02.24,4명
13626,일자리  늘리는 기업은  법인세  소득세인하해주고   일자리  없애는 기업 기관은  세금  최대한 부과하여 중소기업 자영업 자녀에게 국가 학자금 장학금으로 별도 지급 하는 청원,18.02.24,4명
13627,국회의원 보좌관 공무원연금 폐지해주세요,18.02.24,32명
13628,교사 인턴제 도입,18.02.24,1명
13629,공공기관 비정규직의 정규직 전환은 계약 종료후 되나요,18.02.24,1명
13630,공기업 취업 지역인재할당제는 역차별입니다. 개선을 요청합니다.,18.02.24,59명
13631,3개 통신사를 10개로 늘리고 공중파방송을 10개로 늘리고 각종산업진입을 쉽게해야합니다,18.02.24,1명
13632,외국인 근로자가 넘 많습니다.,18.02.24,6명
13633,숙련된 외국인이 지속적으로 근무할 수 있도록 해주세요,18.02.24,2명
13634,학생의 열정페이 이제 그만!!!!!!!!,18.02.24,1명
13635,이름만 블라인즈 채용을 표방하는 공공기관들을 처벌해주세요,18.02.24,0명
13636,불상한 사회초년생들을 사업주의 임금착취로부터 지켜주세요,18.02.24,2명
13637,"성동조선 지원 자금, 우리가 내는 세금 아깝다.",18.02.24,2명
13638,차별받지 않고 일하고 싶습니다.,18.02.24,3명
13639,최저임금 인상 하지만 회사에선,18.02.24,11명
13640,청년 실업율 대처방안 제시,18.02.24,0명
13641,최저임금 꼼수방지법 이제 필수 아닌가요??,18.02.24,4명
13642,한국민의 95프로는 강남4구 부동산에 아무런 관련도 없는데.  뉴스에서는 5프로 해당되는 부동산 투기 폭등 뉴스 나온다  제발  95프로  성실하게 살아가는 국민들을 위해 5프로 투기꾼 잡는  법안 입법하자,18.02.24,9명
13643,공무원  및 공기업 내부개혁 요청드립니다.,18.02.24,4명
13644,일자리정책 말고 일거리정책 으로 명칭변경 청원합니다!!,18.02.24,1명
13645,미용업도 근로기준법 적용을 부탁드립니다,18.02.24,183명
13646,보육교사의 미래,18.02.24,13명
13647,17만명 공무원 증원에 대하여.,18.02.24,10명
13648,너무 우울합니다.,18.02.24,1명
13649,서민들 생각 쫌 해주세요...일자리가 줄었네요..,18.02.24,2명
13650,실습학생에게 급여를달라,18.02.24,6명
13651,IT업종 종사자도 정규직으로 전환해주세요~~!!!,18.02.24,4명
13652,최저임금꼼수감시를철저히해주세요,18.02.24,10명
13653,사기업/공기업 점수 투명 공개화,18.02.24,3명
13654,5일근무제,18.02.24,6명
13655,lg이노텍 계약직,18.02.24,5명
13656,외국인에게도 최저임금이라니요 제 정신입니까?,18.02.24,4명
13657,최저시급인상 누구를 위한 인상인가요,18.02.24,5명
13658,근로시간 단축 없애주세요!,18.02.24,2명
13659,상가 임대계약서는 수수료기반으로 변경되어야 합니다.,18.02.24,0명
13660,공무원 추가시험 필기합격자 전부 최종합격,18.02.24,1명
13661,네일샵 기술직 최저임금 예외시켜주세요,18.02.24,831명
13662,비행기탑승시  지각하시는분들  어떻게 처리안될까요?,18.02.24,2명
13663,불법주차단속 철저히 해주세요.,18.02.24,1명
13664,문재인정부의 일자리창출의지를 응원합니다.  그래서...,18.02.23,4명
13665,최저임금 인상 반대합니다.,18.02.23,5명
13666,초과근무 수당 미지불 처벌 요구,18.02.23,3명
13667,네트워크마케팅 후원수당 상한선 조정제안,18.02.23,0명
13668,네트워크마케팅 후원수당 상한선 조정제안,18.02.23,0명
13669,고용창출 위한 전문직 합격자수 증원,18.02.23,0명
13670,주52시간 일자리 관하여,18.02.23,2명
13671,전자바우처어플 단말기,18.02.23,0명
13672,정년,18.02.23,2명
13673,국비지원 재직자반 실습시간이 너무길어요,18.02.23,1명
13674,그것 아십니까?,18.02.23,2명
13675,시설관리 용역 회사들의 변칙 운영 조사해 주시기 바랍니다,18.02.23,14명
13676,비정규직 교사 정규직 전환이 따른 채용안 건의,18.02.23,6명
13677,최저시급을 급격히 상승시키지말아주세요,18.02.23,1명
13678,부패한 공무원들을 먹여 살리기 위해 국민들이 허리띠를 졸라맬 수는 없습니다.,18.02.23,3명
13679,중소기업 급여,18.02.23,1명
13680,상시근로가 있는 곳에 정규직 채용 의무화,18.02.23,7명
13681,퇴직금 미지급 업체 강력제재 바랍니다,18.02.23,6명
13682,기간제 계약직 근로자의 근무기간 2년제한 폐지해주세요,18.02.23,6명
13683,채용공고시 급여조건을 명시할 수 있게 해주세요,18.02.23,3명
13684,비정규직 정규직 전환 나라에서 힘써주세요.,18.02.23,7명
13685,시급제폐지요망,18.02.23,0명
13686,청년실업문제 청원드립니다.,18.02.23,0명
13687,제일 tv에 노출되는 방송일 하시는 분들의 고충,18.02.23,0명
13688,나경원  파면,18.02.23,17명
13689,대한민국 수많은 체육 종사자들을 살려주세요.,18.02.23,0명
13690,군간부 증원해주세요,18.02.23,3명
13691,대통령님 생신 진심으로 축하드려요.,18.02.23,17명
13692,노인 일자리에 대하여,18.02.23,2명
13693,공무원 및 노동 개혁을 해주세요,18.02.23,3명
13694,"문재인,,, 생일 광고 전광판 문재인  ,,,   자진 철거해야..",18.02.23,6명
13695,자국민우선 정책 해 주세요,18.02.23,2명
13696,<일자리안정자금 지원요건의 모순>,18.02.23,8명
13697,복합쇼핑몰도 의무휴업?-진물이 난다.,18.02.23,190명
13698,김포공항 7천미터 올리기 국민청원합니다,18.02.23,3명
13699,신주혁 미래에셋생명보험증권회사복직,18.02.23,0명
13700,경비원  격일제  폐지법안,18.02.23,2명
13701,아버지께서 돈을 제대로 지급을 받지 못하세요,18.02.23,2명
13702,용역업체소속 최저임금 파견근로자의 근로 실태 및 불법등을 철저히 조사 처벌 해주세요,18.02.23,8명
13703,학교배움터지킴이 는 제2의 교장이다,18.02.23,2명
13704,공공기관 상주 업무하고 있습니다. 정보시스템 유지보수운영업무는 정규직화 불가 인지 진짜 궁금합니다.,18.02.23,48명
13705,회사 수습제도 없애주세요,18.02.23,0명
13706,가상화폐반대,18.02.23,7명
13707,최저임금지키지않는 회사 실명제라 신고못하는직원,18.02.23,5명
13708,최저시급 내년에 바로 만원까지 인상 요청합니다.,18.02.23,4명
13709,임용고시,18.02.23,2명
13710,생계 유지 . . .,18.02.23,0명
13711,편의점 점주도 최소한의 인간다운 삶을 영위할 수 있는 방안을 마련해주십시오.,18.02.23,224명
13712,아웃소싱아십니까  ?,18.02.23,1명
13713,문화재수리기술자 응시자격 시행횟수 합격률 개선 좀 해주십시오.,18.02.23,0명
13714,공무원 호봉제 단계적 폐지.,18.02.23,2명
13715,중소기업 폐업을결정!!!!최저임금때문에 난리나네요....,18.02.23,5명
13716,불법 체류자로 인한 문제인 정부의 최저임금 오류 (평창의 잘못된 비자정책),18.02.23,9명
13717,공기업 비정규직 무기계약직 전환 누구를 위한 건가요?,18.02.22,6명
13718,대한민국 자영업자의 숨통을 빨리 끈어주십시요,18.02.22,3명
13719,방금 청원 올렸는데,18.02.22,0명
13720,문화재수리기술자가 되는 관문을 좀 더 확대해 주셔서 일자리를 얻고 기술자 자격이 없어도 근무한 경력을 인정하여 처우를 개선해주십시오.,18.02.22,0명
13721,시간선택제 제도 개선 부탁드립니다.,18.02.22,15명
13722,소상공인들도 서민입니다.,18.02.22,7명
13723,[대기업 면접 갑질 금지시켜 주세요],18.02.22,5명
13724,최저시급 관련 청원을 제보하려합니다,18.02.22,1명
13725,대한민국에서 절대로 자영업 하지마세요,18.02.22,2명
13726,250여명의 방과후코디를 강제해고한 경기도 이재정교육감을 고발합니다!!,18.02.22,"4,106명"
13727,제26조는 다음 각 호의 어느 하나에 해당하는 근로자에게는 적용하지 아니한다.,18.02.22,4명
13728,"한,중간 소무역상인 노인 맞춤형 일자리 창출과 제도 마련에 관해 청원드립니다.",18.02.22,0명
13729,문제인 대통령님깨,18.02.22,0명
13730,문제인 대통령님 긴급상황입니다  긴급긴급,18.02.22,0명
13731,가상화폐 규제해 주세요.,18.02.22,17명
13732,취약계층 내국인 일용직 근로자 보호법 발의해주세요,18.02.22,2명
13733,노동부 적폐 청산과 일자리 정책제안,18.02.22,6명
13734,최저가 입찰제를 적정가 입찰제로 변경을 검토하여 주시기 바랍니다,18.02.22,2명
13735,일자리 창출,18.02.22,0명
13736,특급호텔 서비스 직원 처우 개선,18.02.22,2명
13737,최저임금인상 너무 한거 아닙니까?,18.02.22,3명
13738,말도안되는 최저시급인상,18.02.22,4명
13739,최저임금올리는 쉬운방법,18.02.22,2명
13740,최저임금을  올리는 가장간단한방법은?,18.02.22,0명
13741,국민들이 내는 세금을 올바르게 사용해주세요.,18.02.22,0명
13742,공공프로젝트에 초급 개발가를 참가할 수 있도록 제안,18.02.22,0명
13743,계약에관한사항,18.02.22,1명
13744,나경원을 파면시켜 주세요 !!!!!!!!!!!!!!!!!!!!!!!!,18.02.22,8명
13745,비정규직 노동자들의 고충을 들어주세요,18.02.22,2명
13746,최저 시급을 정한 이유를 다시한번 생각하자.,18.02.22,0명
13747,국회의원,18.02.22,2명
13748,화물트럭,18.02.22,5명
13749,"수입맥주 무관세, 국내맥주회사들 역차별",18.02.22,0명
13750,보건소  채용신체검사비 가격 낮춰 주세여,18.02.22,0명
13751,농진청 정규직 탈락한 연구원들 무기계약직으로 바꿔주세요.,18.02.22,0명
13752,주부들의 간호보조사 자격증 취득 에 관한 부조리,18.02.22,2명
13753,발주처가 공기업인 노임체불 대책은 없는지요?,18.02.22,0명
13754,최적시급법,18.02.22,0명
13755,파산.면책에 관하여,18.02.22,0명
13756,국가가 기업인을 불러서..,18.02.22,0명
13757,국가공인 표준 e-이력서를 만들어 주세요.,18.02.22,0명
13758,[기간제교사 채용관련] 학교 기간제 교사 채용에 관한 여러가지 건의,18.02.22,5명
13759,대통령님  대동공업기업에 채용비리가 너무 많습니다.,18.02.22,0명
13760,최저시급인상으로 인한 일자리부족 현상과 상여금폐지에 대해 청원드립니다,18.02.21,1명
13761,직업상담사 정규직,18.02.21,0명
13762,[ 정부필독 ] 현재 수많은 영세자영업자들 사정입니다.,18.02.21,3명
13763,자영업자 입니다,18.02.21,0명
13764,최저임금 누굴위해 높인건가요 더 죽어나네요ㅠ,18.02.21,5명
13765,"빠리바게트 제빵사 이야기, 현실에서 마주하다",18.02.21,13명
13766,비정규직 2년 저는 언제 자리잡고 언제 장가가고 언제 애를 낳고 언제 집을 살까요?,18.02.21,0명
13767,장애인 보호 작업시설 임금 문제,18.02.21,2명
13768,순경 시험 영어 절대 평가 건의 드립니다.,18.02.21,2명
13769,"파견, 비정규직 제도를 금지해주세요.",18.02.21,0명
13770,청년 나이의 기준을 확실히 정부에서 정의 해주셨으면 합니다.,18.02.21,2명
13771,청년창업에대해..,18.02.21,0명
13772,최저 임금 제도,18.02.21,1명
13773,국비지원 부정훈련 사항 추가개정 청원합니다,18.02.21,0명
13774,의문점에 대해서요.,18.02.21,0명
13775,문재인 대통령님께,18.02.21,1명
13776,상여금을 돌려주세요,18.02.21,53명
13777,2018최저임금이 통상임금으로 상여금쪼개기적용.,18.02.21,0명
13778,일자리 대책 마련,18.02.21,1명
13779,복지매장 갑질 횡포 한남대학교를 고발합니다,18.02.21,19명
13780,최저임금,18.02.21,2명
13781,우리나라 용역회사좀 어떻게 관리감독좀 안됩니까?,18.02.21,2명
13782,5인이하 연차 의무사용제도화,18.02.21,8명
13783,8년째 일하지만 시급이 7600원입니다.,18.02.21,0명
13784,국립기관 채용 조건이 공정하게 정해졌으면 좋겠습니다 (성별과 학사 대학교 전공에 따른 차별 신고 겸),18.02.21,0명
13785,경제성장률과 연동없는 최저임금은 거품이다,18.02.21,4명
13786,"■ 넘을 수 없는 ""취업의 장벽""..!! ■",18.02.21,1명
13787,일자리 안정기금 지원배제대상 재검토 요청의 件 (민간장기요양기관 지원대상 포함 요청),18.02.21,80명
13788,불법체류자 제발 강력하게 단속 좀 하세요.,18.02.21,9명
13789,일자리 창출을 위한 고용복지 개선을 촉구합니다.,18.02.21,0명
13790,청원 올립니다 인형뽑기사행성논란,18.02.21,2명
13791,나이30 에갑자기 장애를 얻었습니다,18.02.21,1명
13792,항공사 승무원 정규직 전환,18.02.21,22명
13793,답답해서 하소연 합니다.,18.02.21,4명
13794,상가임대료를 수수료기반으로 변경해야 최저임금이 안정됩니다.,18.02.21,2명
13795,최저임금 차라리,18.02.21,2명
13796,최저임금,18.02.20,1명
13797,최저임금인상 정책 성공을 위해 소상공인 세무조사를 5년간 유예해 주세요,18.02.20,0명
13798,최저임금인상의 성공적 안착을 위해 소상공인의 세무조사를 5년간 유예해 주세요,18.02.20,0명
13799,안정자금 보다는 간이사업자  확대,18.02.20,2명
13800,[노동법 개정] 비정규직으로 고용한 인원은 반드시 계약종료일을 끝으로 일정비율은  정규직으로 전환한다.,18.02.20,1명
13801,대통령님 한번 보고싶습니다,18.02.20,3명
13802,화물차기사입니다,18.02.20,9명
13803,공중파의 갑질,18.02.20,6명
13804,우리 장애인들도  취업 하고 십습니다.,18.02.20,0명
13805,국민 평균 임금과 똑같은 금액으로 국회의원들 월급주는 방법을 찾아주세요,18.02.20,16명
13806,이과 문과 직업을 나누지말아주세요.,18.02.20,0명
13807,최저임금,18.02.20,3명
13808,공기업 채용 전형별 점수 공개 의무화,18.02.20,983명
13809,중소기업 최저임금 대책,18.02.20,4명
13810,"최저임금 미용,요식등 전문직 제도 개선",18.02.20,3명
13811,"이력서에 왜 부모님 직업과 학력, 직장명을 적어야하나요????",18.02.20,8명
13812,전기차 사용확대 제아 및 전기차 충전소 확대 관리인원 채용,18.02.20,0명
13813,일자리 민생경제,18.02.20,2명
13814,알바생들의 노동청 신고,18.02.20,3명
13815,전안법 폐지해주세요~,18.02.20,5명
13816,최저임금 대책방안이 필요합니다,18.02.20,2명
13817,근로기준법 6조과연 현실에 반영되고 있는가?,18.02.20,4명
13818,소액대금청구의 간소화를 해주세요!,18.02.20,1명
13819,대한민국은 자격증 공화국인가요?,18.02.20,1명
13820,최저임금인상에 따른 보너스 전액 삭감,18.02.20,6명
13821,정치 이야기 그만 듣고 싶습니다.(정치 복수를 하든 분노를 하든 당신들 이익 이야기),18.02.20,1명
13822,흑인팔찌단 검거단,18.02.20,3명
13823,건물주 임대료 상한제,18.02.20,4명
13824,<직업군인 추가 모집> 을 통해 청년실업률  제고 및 국방력 강화,18.02.19,2명
13825,문재인 역점사업 비트코인 도박장려  ㅈㅈㅈㅈㅈ,18.02.19,6명
13826,낙태 의무화,18.02.19,0명
13827,《국가정책으로 피해보는 서민들을 위해 방안이 필요합니다!》,18.02.19,0명
13828,일명 노가다 현장 관리,18.02.19,5명
13829,격일제근무폐지,18.02.19,3명
13830,학교 비정규직 갑질이 너무 심합니다.,18.02.19,0명
13831,남북관계 파탄내는 조중동에게 책임을 물어주세요,18.02.19,7명
13832,계약위반을 한 화인•세찬회사를 처벌해주세요,18.02.19,2명
13833,일자리창출대안 - 유통 중간관리업(판매대리)에 대한 법률적 처우 개선요청,18.02.19,35명
13834,5인 미만 사업장에서 일하는 근로자도 같은 근로자입니다,18.02.19,8명
13835,일자리창출대안 - 유통 중간관리업(판매대리)에 대한 법률적 처우 개선요청,18.02.19,0명
13836,한학교에서 20년씩 근무하면서 학교급식실 비정규직들 갑질이 심합니다.,18.02.19,0명
13837,너무해서.사연을.올림니다,18.02.19,2명
13838,불법다방 불법노래방 불법Bar 미성년자고용등 강력한 단속해주세요,18.02.19,0명
13839,"다단계 용역,인력파견업 단속해주세요",18.02.19,2명
13840,서울교통공사 무기계약직의 정규직전환을 반대합니다.,18.02.19,8명
13841,제천 소방관님들의 처벌을 반대합니다.,18.02.19,162명
13842,일자리늘려주세요,18.02.19,1명
13843,니트족들을 위한 일자리들을 만들어주세요,18.02.19,0명
13844,민주노총 적폐청샄,18.02.19,7명
13845,우리나라 가장들의 위엄을 살려주세요..,18.02.19,0명
13846,연차 공휴일 대체 공무원만 해당되는 것을 이용한 악덕업자,18.02.19,16명
13847,최저임금 인상과 세금인상은 동일,18.02.19,2명
