,Title,Date,count
2545,취업하기 싫습니다,18.09.26,7명
2546,하이마트 인천 논현신도시점 지점장님의 횡포,18.09.26,49명
2547,24조원=1년 외국인 근로자가 자국으로 송금하는 돈,18.09.26,20명
2548,체납금 면책,18.09.26,3명
2549,부동산과 실업률 그리고 일자리의 관계를 정부는 모르는가,18.09.25,17명
2550,난민 불법체류자 다보내라,18.09.25,24명
2551,교회 세습은 안되고 노조 고용세습은 OK입니까?,18.09.25,7명
2552,고용주 하루 3시간 자고 일하는 분들 많습니다 고용주 입장도 정부는 살펴서 정책을 만들어 주시기 바랍니다,18.09.25,3명
2553,요번 일자리개편 사항을 알고싶습니다.,18.09.25,1명
2554,수익형호텔 금지 시켜주세요.,18.09.25,5명
2555,최저 임금에 대한 국민들이 공감 할 만한 지표를 제시해 주세요.,18.09.25,2명
2556,삼성전자판매 직원의 인권을 보장해주세요.,18.09.25,104명
2557,청소년의 권리를 지켜주세요,18.09.25,2명
2558,대통령 문재인은 고집불통 책상물림 장하성을 해임하라,18.09.25,20명
2559,소득주도 성장에 대한 비판 하나 더,18.09.25,2명
2560,고용 창출,18.09.25,2명
2561,대통령님!,18.09.25,3명
2562,이럴줄 몰랐다면 쇼크 아닌가요?,18.09.25,9명
2563,청년채용 지원금 정책의 합리적 실행을 요청합니다.,18.09.25,14명
2564,워킹맘 및 여성 경력단절 예방을 위한 직장 내 파트타임 제도,18.09.25,3명
2565,불법 체류자단속이 인력이나 비용이  문제라면 신고 포상금 제도는 어떻습니까,18.09.25,22명
2566,현대 글로비스와 하청업체인 파인글로벌의 운송 편파배차 및 운송료 부당이득을 폭로합니다.,18.09.25,3명
2567,국내 불법체류자들 소탕해주세요! 일자리 뺏깁니다.,18.09.25,29명
2568,일자리 창출 이렇게 해주세요.,18.09.25,3명
2569,창업정책은 즉시 개선해야 합니다.,18.09.25,1명
2570,장하성실장님 말씀을 보고....,18.09.25,7명
2571,근로노동법의 테두리 밖 사람들,18.09.25,1명
2572,현재 기업들은 문재인정권 길들이기 시전中^^,18.09.25,3명
2573,주 52시간,18.09.25,7명
2574,문재인님보세요~소상공인도최저임금 맞춰주세요,18.09.25,5명
2575,공공 일자리 사업에  고액연금 소득자 참여의 제한을 요청합니다,18.09.25,5명
2576,큐넷 관련 민원 자격증 취득비용이 너무 비쌉니다. 실직자구제요청건,18.09.25,1명
2577,롯데 신동빈 회장 제발 제발 불구속 재판 해주세요.,18.09.25,14명
2578,제발.법무부와고용노동부는 건설현장 불체자불법취업들부터 잡아주세요,18.09.25,14명
2579,국민연금 해지 환급가능하게해주세여,18.09.25,27명
2580,일자리를 만들어주고 싶습니다!,18.09.25,2명
2581,"사무직에 만연한 수당 없는 공짜야근, 포괄임금제 폐지를 청원합니다.",18.09.25,10명
2582,경제.일자리.살.리려면.잘못된 사회전반의 경제구조부터,18.09.25,4명
2583,재미있네요.  추가예산..ㅋ,18.09.25,0명
2584,일자리해결,18.09.25,6명
2585,"국가 차원의 구조 조정, 정리 해고 금지 청원...",18.09.25,0명
2586,지방직공무원 영어관과목 폐지,18.09.25,0명
2587,일자리 만들기에 대한 제안입니다,18.09.25,3명
2588,월급 200만원도 못주는 중소하청기업실태조사 및  3040세대들을 위한 일자리정책을 만들어주세요.,18.09.25,6명
2589,주유소영업마진율3%대 카드수수료1.5% 영업마진50%,18.09.25,1명
2590,고집불통 문 통,18.09.25,27명
2591,청년취업확대책,18.09.25,1명
2592,촛불정부내  떼거지 국정농단세력 의심된다!!!,18.09.25,8명
2593,명박그네 실패작 동이름 환원해 주세요,18.09.25,2명
2594,최악의 실업률 정부가 책임을 회피한다고 되나요,18.09.25,9명
2595,소득이오른다고경제가살까~문재인님보세요,18.09.25,12명
2596,문재인정부 소득주도성장정책이 성공하려면?,18.09.25,3명
2597,일자리창출이 문제인가?,18.09.25,1명
2598,소득양극화 확대한 책임자가 김동연인가?대통령인가?,18.09.25,4명
2599,김동연부총리를 당장  구속수사하여야한다!!!,18.09.25,5명
2600,고용증대를 빙자하여 독과점 대기업에 돈바치는 정부!,18.09.25,0명
2601,불합리한 노동법 수정이나 삭제 좀 해주세요..,18.09.25,13명
2602,독과점 대기업 방치하고 재정푸는 행위  도둑질이다! !!,18.09.25,1명
2603,시간선택제 공무원 제발 상식적으로라도 운영되게 해주세요!!,18.09.24,76명
2604,이게 정부가,18.09.24,10명
2605,일자리,18.09.24,2명
2606,국가중요시설 방호인력배치 행정명령,18.09.24,1명
2607,우리는  무엇을  바라나요?,18.09.24,2명
2608,우리는  무엇을  바라나요?,18.09.24,0명
2609,일자리정책 일자리가 없는겁니까?가리니까없지?,18.09.24,0명
2610,"난민 ,불법체류자 추방하세요",18.09.24,31명
2611,일자리예산54조사용처 공개,18.09.24,19명
2612,NCS 폐지 청원합니다.,18.09.24,4명
2613,대구에서 일자리 찾아서 전국을 다니고 있는 50대 입니다.,18.09.24,11명
2614,국민80%가 살기힘들어 지는데도 엉뚱한소리는왜하나?,18.09.24,25명
2615,소득양극화 해소인지 낙수효과얻자는건지 분명히 해라!,18.09.24,1명
2616,연공서열폐지 노동유연화 해야합니다.,18.09.24,3명
2617,부산북구 무기계약직전환,18.09.24,10명
2618,국민연금 65세까지 낼 수 있게 정년 65세로 연장하라,18.09.24,14명
2619,앞으로 큰일납니다. 지금이라도 좀 자각해주시면 좋겠습니다.,18.09.24,11명
2620,우리 일자리도 없는데...,18.09.24,35명
2621,대통령,18.09.24,4명
2622,호소문 - 제발 읽어 주세요!!!,18.09.24,9명
2623,대통령님 모두가 평등한 사회 만들기 위해 과거 잘못된 점을 바로 잡아주세요,18.09.24,2명
2624,최저임금자격증,18.09.24,2명
2625,최저임금인상으로 인해 서민경제가 더 악화되고 있습니다,18.09.24,15명
2626,반대하고 싶지 않다.,18.09.24,0명
2627,아시아 게임 병역면제  이제 그만! 군대가 모 바보들만 별 받으러가는것도 아닌데,18.09.24,0명
2628,공무원 시험 개편에 대한 건의,18.09.24,1명
2629,[충격]또 일자리예산 편성?! 고용쇼크 불러올 수 밖에 없는 이유와 대책!,18.09.24,10명
2630,청장년 이나 일자리에 대해서,18.09.24,0명
2631,주 52시간 관련,18.09.24,7명
2632,"소득주도 성장? 최저임그차등제, 국민의 생각을 바꾸는 정책실현!",18.09.24,3명
2633,일자리예산은 이제 그만! 현재 중소기업 재직중인 청년입니다.,18.09.24,11명
2634,문재인 정부 소득 주도 성장의 진실...,18.09.24,24명
2635,도와주세요,18.09.24,0명
2636,"안양시청 앞,  국토지리원 건물 전체가 ( 15층 건물) 몇 년 재 비어 있습니다.",18.09.24,2명
2637,소득주도 성장이란? 무엇인가요? 국민들이 납득할수 있도록 설명 및 변경을.... 원합니다.,18.09.24,14명
2638,"출산저하와,일자리 잠식,  외국인 노동자들과의 연관성",18.09.24,21명
2639,불법 외국인 노동자 추방,18.09.24,26명
2640,제조산업육성을 위한 정책마련,18.09.24,5명
2641,대한민국 꿈은 사라졌습니다,18.09.24,22명
2642,네거티브 규제로 전환 위한 행정명령 요청합니다. (국민의 creativity를 깨워주세요),18.09.24,0명
2643,청와대공개청원현상응모제안,18.09.24,0명
2644,내일채움공제를 받고싶어요,18.09.24,1명
2645,정부. 공무원은 어디 세금이 자기 쌈지돈인가 국민좀 그만 괴롭혀라,18.09.24,9명
2646,국가자격증 경력증명서 관련,18.09.24,2명
2647,노동자를 가장한 양아치알바로부터 사업주보호하는 법안 제정하라,18.09.24,0명
2648,월급  줄 능력이 없으면 사업하지 말라고 하네요,18.09.24,5명
2649,국민절반이 망해가고 있어요~~~망조가 들었어요,18.09.24,22명
2650,국민절반이 가난해졌다 소득주도이론 만든사람 꿀밤이라도 때려야 한다 당장에~~~기다리면안된다,18.09.24,17명
2651,정부는 모든 지원사업을 중단하라.,18.09.24,9명
2652,인력난에 허덕이는 중소 업체,18.09.24,4명
2653,단군 역사상  최대 정치사기집단 촛불정부!!!,18.09.24,12명
2654,창원 한화에어로스페이스 부당노동행위 막아주세요,18.09.24,2명
2655,일자리와 소득양극화,18.09.24,5명
2656,4년간 지속적인   건물주의  방해로  새세입자를  구할수 없습니다.,18.09.24,208명
2657,300만 외노조 조선족  불체류  재앙 입니다,18.09.24,30명
2658,은행 채용절차 필기전형 폐지,18.09.24,0명
2659,미성년자 주류 판매,18.09.24,8명
2660,제목:국립서울현충원과   파고다고원에에나라꽃무궁화을심자,18.09.24,1명
2661,[여러분의 힘이 필요합니다.] 저는 힘없는 육군 중위 전역자 입니다,18.09.24,4명
2662,숙명여대 경제학 교수 신세돈의 경제 평론을 빙자한 정치적 선동,18.09.24,1명
2663,청년 채움  공제 폐지해 주세요.,18.09.24,2명
2664,문재인정부의  소득주도성장을 지지합니다.,18.09.24,0명
2665,"대통령, 민주당 신임 당 대표부터 나서 일자리 관련 예산의 집행을 독려하라!",18.09.24,0명
2666,청소년일자리 최저임금 개선!,18.09.24,1명
2667,일자리 관련 예산 집행률이 6월 기준 35% 이상을 넘지 못하고 있다. 즉각 대대적 집행하라!,18.09.23,0명
2668,최저임금 6500원으로 정정해주세요.,18.09.23,10명
2669,문재인대통령귀는 당나귀 귀입니까??????,18.09.23,26명
2670,보수세력의 최저임금 정치공세에 당당하게 대처하라!,18.09.23,4명
2671,'복지 천국' 스웨덴  국민 부담률 44.1%로 높은데 난민에 돈 퍼붓자 불만 폭발,18.09.23,14명
2672,"고용쇼크대책, 중소기업은 인력을 뽑고싶어도 뽑지 못하고 있습니다. 중소기업을 살릴수있는 고용정책을 검토해주십시오.",18.09.23,3명
2673,'빈익빈 부익부' 가계소득 격차 10년 만에 최악,18.09.23,5명
2674,콜센터 직원의 처우개선 요청합니다!,18.09.23,0명
2675,시급 원래 500원정도 오르던 방식으로 바꿔주세요,18.09.23,2명
2676,‘[최저임금/소상공인/자영업자/소득증진정책]에 대한 혜법?’을 올려 봅니다.// 제발 영세자영업자들을 살려주세요,18.09.23,3명
2677,삶,18.09.23,2명
2678,정책의 방향,18.09.23,1명
2679,재취업시 연령 제한 철폐를 요구 합니다.,18.09.23,2명
2680,최저시급 인상 보류 해주세요.,18.09.23,8명
2681,난민 불법체류자 추방하세요,18.09.23,29명
2682,직장인 권고사직불응 괴롭힘 방지법안 촉구,18.09.23,4명
2683,일자리 창출 아이디어***,18.09.23,0명
2684,재취업시  연령 제한 철폐를 요구 합니다.,18.09.23,8명
2685,일자리예산  54조내역을  공개해라,18.09.23,30명
2686,기아자동차 임금인상 찬반투표  한다고 쉬네요 근데 중소기업 협력사는 무급입니다,18.09.23,3명
2687,정말 먹고 살기힘들고 죽고싶습니다. 근로시간단축 폐지해주세요,18.09.23,18명
2688,어려운 소상공 자영업자를 위해서도 에어컨요금을 활인해 주십시요.,18.09.23,1명
2689,일자리창출과 지구온난화 해결방법중의 하나 청원합니다,18.09.23,0명
2690,일자리오해건,18.09.23,2명
2691,청년 일자리 창출 방안의 하나.....,18.09.23,2명
2692,4대강 사업과 최저임금 인상에대하여,18.09.23,7명
2693,"""최저임금 부담"" 식당서 해고된 50대 여성 숨져",18.09.23,"1,017명"
2694,IBK국책은행 기업은행 자화사 강행 진실 혹은 거짓!!!!!!!,18.09.23,4명
2695,시간선택제 임기제 공무원,18.09.23,7명
2696,문재인 정부 경제정책를 자신있게 추진해 주세요.,18.09.23,6명
2697,"공무원연금, 군인연금 소진되게 몇조원씩 도와주지 말아라",18.09.23,19명
2698,"""최저임금 부담"" 식당서 해고된 50대 여성 숨져",18.09.23,16명
2699,청년추가고용장려금 제도에 대해~,18.09.23,2명
2700,저희 가족은 죽으라는 말인지요?,18.09.23,12명
2701,일자리 분노 (470조예산투입 장난하냐?),18.09.23,8명
2702,일자리제안 발목잡는 공무원,18.09.23,3명
2703,문제인은 지금 제정신인가?,18.09.23,27명
2704,장년층이고 장애6급인 남성일자리,18.09.23,0명
2705,특정 업계의 근로시간법 위반 제대로 된 관리가 필요한 것 같습니다.,18.09.23,1명
2706,경제를 살리고 일자리를  창출할수있는 방안을 제시합니다.,18.09.23,4명
2707,선박 선원들의 처우개선을 부탁드립니다,18.09.23,2명
2708,최저시급도 안주는 모텔업계 자체를 돌아봐주세요,18.09.23,3명
2709,남자가 최고로 좋아하는 구멍대통령 문재인,18.09.23,7명
2710,"자영업자 구조조정, 출구는 연해주",18.09.23,0명
2711,일자리 안정에 관한 청원입니다.,18.09.23,2명
2712,소득주도 성장을 당장 폐기해야 합니다.,18.09.23,8명
2713,부자의저주와서울쏠림과부동산3각관계,18.09.23,7명
2714,미성년자 주류판매,18.09.23,3명
2715,아웃소싱. 파견 없애자고 ㅡㅡ,18.09.23,3명
2716,소득주도성장과 명박정부때 낙수효과,18.09.23,4명
2717,경제문제를 일거에 덮어 버리려는 기상청 오보 정책,18.09.23,11명
2718,적폐가 바로 천사였습니다.,18.09.23,7명
2719,국책과제 연구 과제 내/외부 인건비 체계의 문제점에 대해,18.09.23,1명
2720,소득주도성장에 관한 개선점,18.09.23,3명
2721,부과가치세 구간조정,18.09.23,170명
2722,임금체불을 상습적으로 하는 업체가있습니다..,18.09.23,1명
2723,소득주도성장 정책을 축하 드립니다.,18.09.23,7명
2724,회사 취업 관련,18.09.23,1명
2725,공공기관 무분별한 일자리 증대로 인한 피해가 막심합니다.(업무가 없는데 채용은 늘리고 대우는 최저임금),18.09.23,6명
2726,세금으로 소득 보전 해 줘서 고맙습니다.,18.09.23,9명
2727,도급정규직(비정규직)의 미래... 출산과 소비?,18.09.23,0명
2728,서민정부 문재인 정부를 사랑합니다.,18.09.23,13명
2729,경제파탄내는것 멈춰주세요,18.09.23,19명
2730,54조 출처를 알려주세요.,18.09.23,14명
2731,종합병원 및 응급실 운용 병원 청원경찰 도입의무화,18.09.23,4명
2732,일자리가 중요하다는 것을 정부가 아는데 일자리참사나는것을 막지는 못한다,18.09.23,3명
2733,주휴수당 폐지 하여주세요,18.09.23,7명
2734,일용직들 전자카드도입 제도 시행해라,18.09.23,1명
2735,환경미화원 공무원채용해주세요,18.09.23,0명
2736,각 지방자치단체의 상식없 행동들,18.09.23,0명
2737,이나라 미래를 이끌어갈 20~30대의 일자리를 만들어 주세요.,18.09.23,5명
2738,국가 미래전략정책 수립으로 무상복지를 통한 국민을 공짜  국민으로 만들지 마세요,18.09.23,1명
2739,4차 산업과 관련 된 공기업을 신설 및 육성해서 일자리를 많이 만들어 주세요,18.09.23,0명
2740,국민들은 초혁신으로 살아간다! 혁신성장은 뭔가?,18.09.23,3명
2741,최저임금 주근무시간 정책변경 필요,18.09.23,10명
2742,국민연금 낸거 돌려주세요.개인회생 빚갚게요!,18.09.23,16명
2743,개인회생 변제금 갚다 페지되면 그동안 낸 금액 까주세요,18.09.23,5명
2744,취업준비생에게 희망을(수시채용),18.09.23,1명
2745,외노자들이 국민의 일자리를 차지하고 있습니다.,18.09.23,14명
2746,"부정부패 자금 3배 추징하여  국가와  발굴자(신고자)가 반반씩 나눠가지면   부의 재분재, 부정부패색출산업 양산으로 투명사회건설, 신규 일자리 창출...",18.09.23,4명
2747,54조 퍼부놓고 할맛이 나나,18.09.23,19명
2748,일자리 제안,18.09.23,5명
2749,평등성 없는 대체공휴일,18.09.23,17명
2750,무기 개발과  전기차 인프라 예산 증가로 일자리,18.09.23,1명
2751,국민연금 기금운용본부장 유력후보인 안효준 사장의갑질을 고발합니다.,18.09.23,2명
2752,경제파탄내는짓 그만했으면 합니다,18.09.23,13명
2753,유시민 경제부총리 임명!,18.09.23,6명
2754,소득주도성장 폐기하고 책임자 문책하시오,18.09.23,5명
2755,부산항 운영해 주세요!!!,18.09.23,0명
2756,세금걷어서 헛돈 펑펑 수백조 허공으로 날아감,18.09.23,22명
2757,소득주도정책 고집버려라,18.09.23,8명
2758,한 회사에 오래다닌 경력자 임금을 법으로 보장해주세요,18.09.23,8명
2759,자영업자의 고민,18.09.23,9명
2760,새로운 경제 성장과 고용창출의 적임자 유시민 기재부장관 및 경제부총리,18.09.23,1명
2761,일자리의 근본도 모르는 국가,18.09.23,5명
2762,지금 청와대가 중요한건,18.09.23,1명
2763,세금 많이내고  직원 안구하는데를 집중적으로,18.09.23,2명
2764,근로감독관이 이래도 되는 건가요,18.09.23,9명
2765,일자리 대책이 공무원 수 늘리는거?,18.09.23,19명
2766,김동연 경제부총리님! 지금 당장 경제총리직을 던져 버립십시요?,18.09.23,10명
2767,수요와 공급은 가격을 결정하는 경제학의  가장 기본입니다.,18.09.23,6명
2768,(수정)최저임금 오르고 세금 올랐는데 임금과 TO는 그대로네요??,18.09.23,5명
2769,최저임금 오르고 세금 올랐는데 임금과 TO는 그대로네요??,18.09.23,2명
2770,경제 정책 전면 수정요구,18.09.23,2명
2771,국가 R&D 사업과 연계된 고용 사각지대의 고급인력을 좀 신경써주세요,18.09.22,4명
2772,임대료!!!!!,18.09.22,2명
2773,고용쇼크대책. 중소기업을 먼저 살려야합니다.,18.09.22,6명
2774,고용쇼크대책. 중소기업이시일자리예산 제발 그만!,18.09.22,1명
2775,태풍으로인해. 유치원 학교가 쉬고있습니다.,18.09.22,6명
2776,출입국 외국인 취업비자 발급이 너무 어려워 중국 인바운드 여행업을 하기 너무 힘듭니다.,18.09.22,4명
2777,최저임금 때문에 3d업종 생계자들만 일자리를 많이 잃었어요 😣😥😂고용불안 경제쇼크 😥😣😓정부가 제발 현실을 직시하시고 현명한 처방해주세요,18.09.22,6명
2778,빈익빈 부익부 줄이는것은 호봉제만이 살길입니다,18.09.22,2명
2779,지적장애,18.09.22,1명
2780,청년이 아파 병들어가고 있습니다.,18.09.22,4명
2781,신자유주의 능력제 폐지하고 호봉제로 바꿔야삽니다,18.09.22,1명
2782,고용절벽 원인에 대한 조언,18.09.22,4명
2783,노인일자리 왜  필요한지요?,18.09.22,4명
2784,청년내일채움공제 동등한 기회 부여를  바랍니다.,18.09.22,2명
2785,일자리가 없는게아니라 일할사람이 없는것같습니다,18.09.22,5명
2786,대한민국 미래를 위해서,18.09.22,2명
2787,고용창출및 실업율 개선안,18.09.22,2명
2788,소처럼 일시키고 정당한 인센티브 안주는 회사는 kt가 최고인듯합니다,18.09.22,2명
2789,외국인 근로자 모두 추방해주세요~,18.09.22,17명
2790,장하성 이제 그만 해라,18.09.22,17명
2791,8/24일 임시공휴일로 해주세요.,18.09.22,20명
2792,캐디피 덜 주기로 담합하자,18.09.22,6명
2793,"일자리창출 , 누굴 위해 만드셨습니까????",18.09.22,6명
2794,일자리 예산 책임자 처벌,18.09.22,3명
2795,일자리 예산 책임자 처벌,18.09.22,0명
2796,봉재공장 퇴직금 이야기,18.09.22,0명
2797,취입후 공개한 취업 모니터는 왜 공개를 안하는지요?,18.09.22,0명
2798,외국인 노동자  추방 합시다,18.09.22,24명
2799,난민 불법체류자 추방해주세요,18.09.22,32명
2800,정의당 이정미의원 노동소위 배제 청와대가 개입하여 철회시켜주십시오.,18.09.22,4명
2801,청년내일채움공채 - 5인이상 기업만 기업인가요? 5인이하는 일자리가 없는 사람들인가요?,18.09.22,1명
2802,근로시간 단축 시간 조정이라도 부탁드립니다,18.09.22,16명
2803,인력난 해소위한 방법입니다.,18.09.22,2명
2804,"5인미만 사업장 근로자에게 퇴직금, 자녀 학자금, 창업자금을 지원하는 방안을 제안드립니다.",18.09.22,2명
2805,경제파탄 책임자들 어떻게 좀 해봐요,18.09.22,10명
2806,중소기업 금융지원,18.09.22,2명
2807,"사범대 졸업은 했는데 임용고시는 저만큼!  학생수 줄어들고, 신생아수도 줄어들고, 우리의 앞길은?",18.09.22,1명
2808,5인 미만 사업장의 주휴수당 지급 의무화를 풀어주세요.,18.09.22,7명
2809,지금 일자리가 없는게 아닌데 전혀 엉뚱한 방향으로 잡고 있네요...취업하고 싶어도 취업을 안하는겁니다.,18.09.22,3명
2810,연봉 1억이상이 되면 세금 30%걷는것이 좋다고 봅니다,18.09.22,3명
2811,정부도 합리적인 정책이 필요하다,18.09.22,1명
2812,교육공무직에 대한 과도한 처우를 수정바랍니다.,18.09.22,23명
2813,임금 체불 업체들에게 강경한 처벌 법좀 만들어주세요,18.09.22,9명
2814,장하성씨를 교체해 주세요,18.09.22,9명
2815,일자리 창출과 조선업 상생,18.09.22,0명
2816,경제는 이념이 아니다.,18.09.22,3명
2817,청와대 정책실장 장하성을 교체해 주시요,18.09.22,13명
2818,19호 태풍 후지와라효과때문에 서울까지는 안갈것 같다.태풍걱정 그만하고 경제나 살리자,18.09.22,3명
2819,현장에서 국민의 목소리를 들어주세요!,18.09.22,3명
2820,태풍 후지와라 효과때문에 서울까지는 안갈것 같다,18.09.22,0명
2821,52시간 근로법,18.09.22,21명
2822,주택 시세별 보유세 누진세 신설해 주세요,18.09.22,1명
2823,공무원 되기가 이렇게 쉬웠나요!!!,18.09.22,16명
2824,GKL은 각성하라!!,18.09.22,1명
2825,현 일자리 정책을 중소기업 지원정책으로 전환할 것을 요청합니다.,18.09.22,5명
2826,대한민국 제1회 일자리 올림픽을 개최합시다.,18.09.22,0명
2827,국민들이 실험쥐가 아니니 경제 가지고 실험하는것 멈춰줘요,18.09.22,1명
2828,제발 서민들 벼랑끝으로 몰지 말아요,18.09.22,6명
2829,"최저임금 올려서 서민 더 가난하게 되고, 분배성적도 최악이다",18.09.22,2명
2830,"경제도 최악, 분배도 최악~~~",18.09.22,7명
2831,비정규직 정규직화는 취준생을 기만하는 정책입니다.,18.09.22,1명
2832,주식시장을 살려요  청와대,18.09.22,2명
2833,국민세금으로 모든걸 해결할려는정부,18.09.22,12명
2834,국가자격제도가 실제 삶에 기여하게 돼길 바랍니다,18.09.22,0명
2835,일자리 창출은 공공기관의 지방이전으로,18.09.22,5명
2836,국민연금 을 잘활용해서....,18.09.22,2명
2837,"최저임금,일자리,인력난등 소견입니다",18.09.22,12명
2838,"최저임금,일자리,인력난등 소견입니다",18.09.22,0명
2839,엄청난 돈을 챙기는 국비지원 학원,18.09.22,6명
2840,시간당 임금받지 못하는 직군에 근로장려금 대상 확대해주세요,18.09.22,1명
2841,군무원 영역을 확충하여 일자리 창출해주세요,18.09.22,0명
2842,일자리 대책,18.09.22,3명
2843,가장이 일자리를 잃어갑니다.,18.09.22,9명
2844,"최저임금,구인,구직 문제에 대한 제안입니다",18.09.22,0명
2845,면접비 지급 의무화가 시급합니다.,18.09.22,1명
2846,최저임금 재고 바랍니다,18.09.22,3명
2847,공기업 파견직.,18.09.22,2명
2848,내국인 보호법을 만들어주세요,18.09.22,11명
2849,한국산업인력공단 개혁하라,18.09.22,1명
2850,"내각에 이공계통이 몇명이며,과학기술을 제대로 보고있는가",18.09.22,2명
2851,입찰제도 개선만으로도 매년 10만명의 신규고용 창출 가능,18.09.22,2명
2852,"집합건물 근무자(청소원, 경비원)에 대해서도 일자리 안정자금 지원바랍니다.",18.09.22,0명
2853,그만합시다. 지원 점점 미궁으로 빠져듭니다.,18.09.22,12명
2854,쓸데없는 정책 만들지 말고 가려운데나 긁어주시요 부탁이요,18.09.22,4명
2855,자영업자 지원? 삽질좀 그만좀 하세요...,18.09.22,10명
2856,세금공탁제도 요청,18.09.22,2명
2857,세금쓰는 국회의원 공무원 등 해외연수 내용 국민에 모두 상세히 공시해 주세요.,18.09.22,19명
2858,이것이 현실입니다.,18.09.22,1명
2859,김영주 고용노동부 장관 과 장하성정챡실장 사퇴촉구한다,18.09.22,23명
2860,제발 회사도 쉴 수 있게 해주세요.,18.09.22,13명
2861,"이 나라 국민,노동자들은 사무직,공무원들만 있습니까?",18.09.22,11명
2862,일용노동자의 위상??,18.09.22,4명
2863,최저임금이니.52시간이니 자영업과저소득층 경제 파탄내는 어리석은정책,18.09.22,21명
2864,소상공인  근로 최소 인금을  뉴스보고 호텔이랑 모텔을 비교하셨는데...,18.09.22,6명
2865,비정규직 파견업체,18.09.22,0명
2866,무능한 문재인 정부를 심판해 주십시오.,18.09.22,12명
2867,소상공인들끼리 협동하면 위기를 극복할수 있습니다,18.09.22,0명
2868,해외여행 금액기준과 마이너스투어피를 없애주세요,18.09.22,16명
2869,태풍에 전국이 비상상황인데 면접시험을 꼭 그 시간에 봐야 합니까,18.09.22,4명
2870,"현대판 소작농, 자영업자들을 살려주세요.",18.09.22,2명
2871,주5일제면 주말에 휴무를 주세요,18.09.22,4명
2872,반기업정부. 자영업자만 넘쳐나는구나. 시민단체정부 하는 수준이지.,18.09.22,2명
2873,대통령님 청년 일자리 창출을 망치는 부정청탁금지법과 김영란법을 개정해주세요,18.09.22,3명
2874,공공기관 무기계약직 처우 및 정규직전환,18.09.21,6명
2875,"대구텍 유한회사 - 회사 자산 횡령 및 뇌물수수, 폭언, 폭행 사건 고발",18.09.21,890명
2876,공공기관 무기계약직 처우 및 정규직 전환,18.09.21,4명
2877,문재인대통령은 일자리창출 회의를 과학기술계와 하라(국민의 명령),18.09.21,2명
2878,영세 소상공인 지원책 한참웃었습니다...,18.09.21,4명
2879,내수시장을 활성화시켜주세요,18.09.21,1명
2880,대한민국경제의  시작을 알리는 농수산물 시장사람들,18.09.21,0명
2881,어려고 복잡한 지원보다 알기 쉬운 지원을!,18.09.21,1명
2882,대리운전 센터에서 갑질과 횡포를 못하게 도와주세요,18.09.21,15명
2883,공업계에 지옥같은 12시간 근무 형태 벗어 나고 싶습니다,18.09.21,1명
2884,대통령님..!!!!   우리대한민국이 언제부터 밥묵고 살았나요...,18.09.21,7명
2885,실업자 넘친다 외노자 불체자 추방해라 너무 많다,18.09.21,21명
2886,일자리는 기업이 만든다,18.09.21,1명
2887,소상공인  왜 지원해주나요?,18.09.21,2명
2888,반영구.타투합법화,18.09.21,8명
2889,햐청업체,18.09.21,4명
2890,알바 최저시급,18.09.21,0명
2891,중소기업 취업 장려 직불제 실시,18.09.21,1명
2892,최저임금,18.09.21,1명
2893,김영란법 폐지,18.09.21,3명
2894,경력단절녀(경단녀) 취업....,18.09.21,2명
2895,주휴수당 폐지해주세요!,18.09.21,6명
2896,대통령님의 특단의 조치가 필요합니다,18.09.21,2명
2897,난민은돈주고  자국민한텐돈뺏고 이게나라냐,18.09.21,14명
2898,소득주도성장,18.09.21,4명
2899,1년에 54조 낭비한거 IT계 창업자들한테 썼음.,18.09.21,3명
2900,난민은세금줘가며살라하고 자국민으세금뜻어죽으라하네,18.09.21,27명
2901,임금체불로 고통 받습니다,18.09.21,3명
2902,54조는 미세먼지냐 어디간겨,18.09.21,13명
2903,"난민 , 불법체류자  추방시켜라",18.09.21,23명
2904,일용직 일자리 국가가 관리해주셔요. 현장에 외국인이 싹슬어가서 한국인이 들어갈곳이 없습니다,18.09.21,17명
2905,코웨이 코디 정규직 전환 청원합니다.,18.09.21,1명
2906,인력채용 공정선언문 채택 및 공표,18.09.21,0명
2907,영양사 처우개선 부탁드립니다,18.09.21,3명
2908,스쿨룩스학생복회사의 탈법과 횡포를 고발합니다.,18.09.21,2명
2909,누가 장하성씨좀 말려줘요,18.09.21,11명
2910,내일배움카드 쿼터제  개선방향,18.09.21,32명
2911,IMF보다 더 힘들단다. 책임지고 물러나는 사람 한명 없다.,18.09.21,16명
2912,포괄임금제 폐지,18.09.21,7명
2913,은퇴인력 재취업 및 자영업 대책,18.09.21,1명
2914,문대통령님 꼭 좀 봐주세요...,18.09.21,1명
2915,자영업을 국가에서 인수하여 근무자를 채용하여 공무원으로 만들어주세요,18.09.21,7명
2916,저녁을 먹는삶,18.09.21,3명
2917,소상공인 지원자금,18.09.21,5명
2918,젊은 사람들이 왜 일을 안할려고 하는지 아나요?,18.09.21,4명
2919,"일자리는 있지만, 일하고 싶은 일자리가 없다고 합니다.",18.09.21,6명
2920,소상공인 자영업자,18.09.21,2명
2921,인신공격 일자리문제,18.09.21,1명
2922,일자리를 위한 54조 내역이 궁금합니다,18.09.21,16명
2923,일자리 창출과 거리 미화를 동시에,18.09.21,5명
